time,geo,sex,age,value_mean,value_median
2014,Spain,Males,60 or over,17308.0,14804.0
2014,Spain,Males,65 or over,16819.0,14533.0
2014,Spain,Females,18 to 54,15740.0,13824.0
2014,Spain,Females,18 to 59,16081.0,14065.0
2014,Spain,Females,18 to 64,16321.0,14172.0
2014,Spain,Females,18 or over,16038.0,13853.0
2014,Spain,Females,20 to 64,16393.0,14255.0
2014,Spain,Females,25 to 54,15987.0,14100.0
2014,Spain,Females,25 to 59,16341.0,14373.0
2014,Spain,Females,55 to 64,18646.0,15554.0
2014,Spain,Females,55 or over,16477.0,13860.0
2014,Spain,Females,60 or over,15949.0,13521.0
2014,Spain,Females,65 or over,15213.0,13153.0
2014,France,Total,18 to 54,23836.0,21505.0
2014,France,Total,18 to 59,24756.0,21790.0
2014,France,Total,18 to 64,25164.0,21962.0
2014,France,Total,18 or over,25739.0,21944.0
2014,France,Total,20 to 64,25337.0,22088.0
2014,France,Total,25 to 54,24385.0,21992.0
2014,France,Total,25 to 59,25391.0,22293.0
2014,France,Total,55 to 64,29674.0,24025.0
2014,France,Total,55 or over,28498.0,22726.0
2014,France,Total,60 or over,27792.0,22301.0
2014,France,Total,65 or over,27623.0,21714.0
2014,France,Males,18 to 54,24304.0,21851.0
2014,France,Males,18 to 59,25192.0,22039.0
2014,France,Males,18 to 64,25576.0,22253.0
2014,France,Males,18 or over,26333.0,22381.0
2014,France,Males,20 to 64,25775.0,22411.0
2014,France,Males,25 to 54,24873.0,22381.0
2014,France,Males,25 to 59,25848.0,22592.0
2014,France,Males,55 to 64,30077.0,24355.0
2014,France,Males,55 or over,29609.0,23445.0
2014,France,Males,60 or over,28970.0,23148.0
2014,France,Males,65 or over,29216.0,22991.0
2014,France,Females,18 to 54,23372.0,21176.0
2014,France,Females,18 to 59,24333.0,21471.0
2014,France,Females,18 to 64,24763.0,21689.0
2014,France,Females,18 or over,25197.0,21505.0
2014,France,Females,20 to 64,24910.0,21821.0
2014,France,Females,25 to 54,23903.0,21659.0
2014,France,Females,25 to 59,24951.0,21963.0
2014,France,Females,55 to 64,29305.0,23659.0
2014,France,Females,55 or over,27599.0,22158.0
2014,France,Females,60 or over,26847.0,21611.0
2014,France,Females,65 or over,26447.0,20972.0
2014,Croatia,Total,18 to 54,6089.0,5532.0
2014,Croatia,Total,18 to 59,6129.0,5566.0
2014,Croatia,Total,18 to 64,6122.0,5542.0
2014,Croatia,Total,18 or over,5917.0,5332.0
2014,Croatia,Total,20 to 64,6164.0,5566.0
2014,Croatia,Total,25 to 54,6222.0,5622.0
2014,Croatia,Total,25 to 59,6249.0,5668.0
2014,Croatia,Total,55 to 64,6243.0,5549.0
2014,Croatia,Total,55 or over,5640.0,5059.0
2014,Croatia,Total,60 or over,5406.0,4821.0
2014,Croatia,Total,65 or over,5166.0,4720.0
2014,Croatia,Males,18 to 54,6111.0,5566.0
2014,Croatia,Males,18 to 59,6159.0,5608.0
2014,Croatia,Males,18 to 64,6153.0,5582.0
2014,Croatia,Males,18 or over,6028.0,5489.0
2014,Croatia,Males,20 to 64,6200.0,5618.0
2014,Croatia,Males,25 to 54,6224.0,5637.0
2014,Croatia,Males,25 to 59,6264.0,5697.0
2014,Croatia,Males,55 to 64,6313.0,5661.0
2014,Croatia,Males,55 or over,5873.0,5308.0
2014,Croatia,Males,60 or over,5644.0,5131.0
2014,Croatia,Males,65 or over,5450.0,5067.0
2014,Croatia,Females,18 to 54,6066.0,5506.0
2014,Croatia,Females,18 to 59,6098.0,5529.0
2014,Croatia,Females,18 to 64,6091.0,5497.0
2014,Croatia,Females,18 or over,5815.0,5223.0
2014,Croatia,Females,20 to 64,6127.0,5524.0
2014,Croatia,Females,25 to 54,6219.0,5618.0
2014,Croatia,Females,25 to 59,6233.0,5639.0
2014,Croatia,Females,55 to 64,6177.0,5489.0
2014,Croatia,Females,55 or over,5463.0,4850.0
2014,Croatia,Females,60 or over,5238.0,4645.0
2014,Croatia,Females,65 or over,4980.0,4434.0
2014,Italy,Total,18 to 54,18396.0,16706.0
2014,Italy,Total,18 to 59,18657.0,16867.0
2014,Italy,Total,18 to 64,18964.0,17039.0
2014,Italy,Total,18 or over,18822.0,16619.0
2014,Italy,Total,20 to 64,19061.0,17151.0
2014,Italy,Total,25 to 54,18737.0,17077.0
2014,Italy,Total,25 to 59,18989.0,17241.0
2014,Italy,Total,55 to 64,21056.0,18263.0
2014,Italy,Total,55 or over,19386.0,16463.0
2014,Italy,Total,60 or over,19129.0,16150.0
2014,Italy,Total,65 or over,18450.0,15680.0
2014,Italy,Males,18 to 54,18819.0,17041.0
2014,Italy,Males,18 to 59,19052.0,17217.0
2014,Italy,Males,18 to 64,19294.0,17335.0
2014,Italy,Males,18 or over,19401.0,17119.0
2014,Italy,Males,20 to 64,19406.0,17467.0
2014,Italy,Males,25 to 54,19197.0,17487.0
2014,Italy,Males,25 to 59,19413.0,17624.0
2014,Italy,Males,55 to 64,21091.0,18326.0
2014,Italy,Males,55 or over,20259.0,17195.0
2014,Italy,Males,60 or over,20135.0,16949.0
2014,Italy,Males,65 or over,19728.0,16503.0
2014,Italy,Females,18 to 54,17964.0,16393.0
2014,Italy,Females,18 to 59,18257.0,16561.0
2014,Italy,Females,18 to 64,18633.0,16736.0
2014,Italy,Females,18 or over,18285.0,16170.0
2014,Italy,Females,20 to 64,18714.0,16786.0
2014,Italy,Females,25 to 54,18271.0,16689.0
2014,Italy,Females,25 to 59,18562.0,16816.0
2014,Italy,Females,55 to 64,21024.0,18154.0
2014,Italy,Females,55 or over,18667.0,15919.0
2014,Italy,Females,60 or over,18330.0,15571.0
2014,Italy,Females,65 or over,17485.0,15093.0
2014,Cyprus,Total,18 to 54,19326.0,15801.0
2014,Cyprus,Total,18 to 59,20115.0,15955.0
2014,Cyprus,Total,18 to 64,20500.0,15955.0
2014,Cyprus,Total,18 or over,19555.0,15195.0
2014,Cyprus,Total,20 to 64,20641.0,15991.0
2014,Cyprus,Total,25 to 54,19893.0,16499.0
2014,Cyprus,Total,25 to 59,20815.0,16590.0
2014,Cyprus,Total,55 to 64,25741.0,16797.0
2014,Cyprus,Total,55 or over,20028.0,12975.0
2014,Cyprus,Total,60 or over,17867.0,12055.0
2014,Cyprus,Total,65 or over,15128.0,10918.0
2014,Cyprus,Males,18 to 54,18712.0,15706.0
2014,Cyprus,Males,18 to 59,19568.0,15801.0
2014,Cyprus,Males,18 to 64,20283.0,15872.0
2014,Cyprus,Males,18 or over,19693.0,15351.0
2014,Cyprus,Males,20 to 64,20447.0,15955.0
2014,Cyprus,Males,25 to 54,19601.0,16441.0
2014,Cyprus,Males,25 to 59,20563.0,16507.0
2014,Cyprus,Males,55 to 64,27238.0,17309.0
2014,Cyprus,Males,55 or over,21799.0,14244.0
2014,Cyprus,Males,60 or over,20095.0,13262.0
2014,Cyprus,Males,65 or over,16678.0,12081.0
2014,Cyprus,Females,18 to 54,19938.0,15955.0
2014,Cyprus,Females,18 to 59,20663.0,16077.0
2014,Cyprus,Females,18 to 64,20717.0,15959.0
2014,Cyprus,Females,18 or over,19421.0,14918.0
2014,Cyprus,Females,20 to 64,20835.0,16096.0
2014,Cyprus,Females,25 to 54,20184.0,16551.0
2014,Cyprus,Females,25 to 59,21066.0,16665.0
2014,Cyprus,Females,55 to 64,24222.0,16448.0
2014,Cyprus,Females,55 or over,18396.0,12118.0
2014,Cyprus,Females,60 or over,15880.0,11050.0
2014,Cyprus,Females,65 or over,13815.0,10309.0
2014,Latvia,Total,18 to 54,6965.0,5841.0
2014,Latvia,Total,18 to 59,6917.0,5806.0
2014,Latvia,Total,18 to 64,6912.0,5769.0
2014,Latvia,Total,18 or over,6521.0,5344.0
2014,Latvia,Total,20 to 64,6964.0,5846.0
2014,Latvia,Total,25 to 54,7121.0,5963.0
2014,Latvia,Total,25 to 59,7043.0,5894.0
2014,Latvia,Total,55 to 64,6673.0,5558.0
2014,Latvia,Total,55 or over,5703.0,4442.0
2014,Latvia,Total,60 or over,5474.0,4167.0
2014,Latvia,Total,65 or over,5033.0,3910.0
2014,Latvia,Males,18 to 54,7020.0,5841.0
2014,Latvia,Males,18 to 59,6989.0,5834.0
2014,Latvia,Males,18 to 64,6961.0,5802.0
2014,Latvia,Males,18 or over,6771.0,5566.0
2014,Latvia,Males,20 to 64,7019.0,5882.0
2014,Latvia,Males,25 to 54,7184.0,5978.0
2014,Latvia,Males,25 to 59,7127.0,5953.0
2014,Latvia,Males,55 to 64,6662.0,5602.0
2014,Latvia,Males,55 or over,6169.0,5023.0
2014,Latvia,Males,60 or over,5974.0,4758.0
2014,Latvia,Males,65 or over,5719.0,4478.0
2014,Latvia,Females,18 to 54,6913.0,5834.0
2014,Latvia,Females,18 to 59,6850.0,5794.0
2014,Latvia,Females,18 to 64,6867.0,5744.0
2014,Latvia,Females,18 or over,6322.0,5146.0
2014,Latvia,Females,20 to 64,6915.0,5796.0
2014,Latvia,Females,25 to 54,7062.0,5942.0
2014,Latvia,Females,25 to 59,6968.0,5870.0
2014,Latvia,Females,55 to 64,6681.0,5534.0
2014,Latvia,Females,55 or over,5431.0,4125.0
2014,Latvia,Females,60 or over,5208.0,3880.0
2014,Latvia,Females,65 or over,4701.0,3691.0
2014,Lithuania,Total,18 to 54,6461.0,5497.0
2014,Lithuania,Total,18 to 59,6469.0,5496.0
2014,Lithuania,Total,18 to 64,6414.0,5395.0
2014,Lithuania,Total,18 or over,6048.0,4893.0
2014,Lithuania,Total,20 to 64,6455.0,5426.0
2014,Lithuania,Total,25 to 54,6604.0,5578.0
2014,Lithuania,Total,25 to 59,6593.0,5561.0
2014,Lithuania,Total,55 to 64,6225.0,5083.0
2014,Lithuania,Total,55 or over,5372.0,4300.0
2014,Lithuania,Total,60 or over,5045.0,4090.0
2014,Lithuania,Total,65 or over,4787.0,3980.0
2014,Lithuania,Males,18 to 54,6454.0,5532.0
2014,Lithuania,Males,18 to 59,6489.0,5561.0
2014,Lithuania,Males,18 to 64,6430.0,5502.0
2014,Lithuania,Males,18 or over,6227.0,5158.0
2014,Lithuania,Males,20 to 64,6481.0,5561.0
2014,Lithuania,Males,25 to 54,6644.0,5640.0
2014,Lithuania,Males,25 to 59,6661.0,5640.0
2014,Lithuania,Males,55 to 64,6320.0,5202.0
2014,Lithuania,Males,55 or over,5737.0,4594.0
2014,Lithuania,Males,60 or over,5363.0,4427.0
2014,Lithuania,Males,65 or over,5215.0,4301.0
2014,Lithuania,Females,18 to 54,6468.0,5408.0
2014,Lithuania,Females,18 to 59,6450.0,5395.0
2014,Lithuania,Females,18 to 64,6399.0,5288.0
2014,Lithuania,Females,18 or over,5902.0,4715.0
2014,Lithuania,Females,20 to 64,6431.0,5333.0
2014,Lithuania,Females,25 to 54,6565.0,5505.0
2014,Lithuania,Females,25 to 59,6528.0,5467.0
2014,Lithuania,Females,55 to 64,6151.0,4916.0
2014,Lithuania,Females,55 or over,5154.0,4061.0
2014,Lithuania,Females,60 or over,4870.0,3888.0
2014,Lithuania,Females,65 or over,4573.0,3781.0
2014,Luxembourg,Total,18 to 54,42805.0,39284.0
2014,Luxembourg,Total,18 to 59,43031.0,39677.0
2014,Luxembourg,Total,18 to 64,43188.0,40024.0
2014,Luxembourg,Total,18 or over,43469.0,39861.0
2014,Luxembourg,Total,20 to 64,43631.0,40293.0
2014,Luxembourg,Total,25 to 54,44834.0,41155.0
2014,Luxembourg,Total,25 to 59,44808.0,41339.0
2014,Luxembourg,Total,55 to 64,44639.0,41718.0
2014,Luxembourg,Total,55 or over,44490.0,40309.0
2014,Luxembourg,Total,60 or over,44443.0,40137.0
2014,Luxembourg,Total,65 or over,44388.0,39223.0
2014,Luxembourg,Males,18 to 54,43045.0,40214.0
2014,Luxembourg,Males,18 to 59,43330.0,40293.0
2014,Luxembourg,Males,18 to 64,43502.0,40471.0
2014,Luxembourg,Males,18 or over,44159.0,40768.0
2014,Luxembourg,Males,20 to 64,43989.0,41071.0
2014,Luxembourg,Males,25 to 54,44729.0,41865.0
2014,Luxembourg,Males,25 to 59,44826.0,41865.0
2014,Luxembourg,Males,55 to 64,45286.0,43096.0
2014,Luxembourg,Males,55 or over,46079.0,42262.0
2014,Luxembourg,Males,60 or over,46309.0,42291.0
2014,Luxembourg,Males,65 or over,46708.0,41450.0
2014,Luxembourg,Females,18 to 54,42549.0,38721.0
2014,Luxembourg,Females,18 to 59,42712.0,38966.0
2014,Luxembourg,Females,18 to 64,42858.0,39027.0
2014,Luxembourg,Females,18 or over,42795.0,38749.0
2014,Luxembourg,Females,20 to 64,43257.0,39329.0
2014,Luxembourg,Females,25 to 54,44945.0,40585.0
2014,Luxembourg,Females,25 to 59,44788.0,40658.0
2014,Luxembourg,Females,55 to 64,43991.0,40926.0
2014,Luxembourg,Females,55 or over,43135.0,38846.0
2014,Luxembourg,Females,60 or over,42957.0,38261.0
2014,Luxembourg,Females,65 or over,42618.0,37781.0
2014,Hungary,Total,18 to 54,5251.0,4536.0
2014,Hungary,Total,18 to 59,5288.0,4570.0
2014,Hungary,Total,18 to 64,5304.0,4609.0
2014,Hungary,Total,18 or over,5267.0,4633.0
2014,Hungary,Total,20 to 64,5342.0,4644.0
2014,Hungary,Total,25 to 54,5389.0,4685.0
2014,Hungary,Total,25 to 59,5406.0,4696.0
2014,Hungary,Total,55 to 64,5455.0,4802.0
2014,Hungary,Total,55 or over,5290.0,4743.0
2014,Hungary,Total,60 or over,5215.0,4742.0
2014,Hungary,Total,65 or over,5117.0,4699.0
2014,Hungary,Males,18 to 54,5307.0,4606.0
2014,Hungary,Males,18 to 59,5332.0,4611.0
2014,Hungary,Males,18 to 64,5357.0,4644.0
2014,Hungary,Males,18 or over,5376.0,4706.0
2014,Hungary,Males,20 to 64,5392.0,4685.0
2014,Hungary,Males,25 to 54,5474.0,4734.0
2014,Hungary,Males,25 to 59,5473.0,4727.0
2014,Hungary,Males,55 to 64,5512.0,4767.0
2014,Hungary,Males,55 or over,5499.0,4873.0
2014,Hungary,Males,60 or over,5514.0,4914.0
2014,Hungary,Males,65 or over,5481.0,4943.0
2014,Hungary,Females,18 to 54,5195.0,4452.0
2014,Hungary,Females,18 to 59,5244.0,4525.0
2014,Hungary,Females,18 to 64,5251.0,4566.0
2014,Hungary,Females,18 or over,5170.0,4556.0
2014,Hungary,Females,20 to 64,5294.0,4614.0
2014,Hungary,Females,25 to 54,5305.0,4619.0
2014,Hungary,Females,25 to 59,5342.0,4651.0
2014,Hungary,Females,55 to 64,5404.0,4820.0
2014,Hungary,Females,55 or over,5139.0,4653.0
2014,Hungary,Females,60 or over,5019.0,4606.0
2014,Hungary,Females,65 or over,4909.0,4549.0
2014,Malta,Total,18 to 54,15482.0,13928.0
2014,Malta,Total,18 to 59,15483.0,13958.0
2014,Malta,Total,18 to 64,15275.0,13725.0
2014,Malta,Total,18 or over,14568.0,13015.0
2014,Malta,Total,20 to 64,15365.0,13807.0
2014,Malta,Total,25 to 54,15688.0,14007.0
2014,Malta,Total,25 to 59,15658.0,14013.0
2014,Malta,Total,55 to 64,14534.0,12985.0
2014,Malta,Total,55 or over,13077.0,11420.0
2014,Malta,Total,60 or over,12346.0,10743.0
2014,Malta,Total,65 or over,11859.0,10302.0
2014,Malta,Males,18 to 54,15813.0,14173.0
2014,Malta,Males,18 to 59,15817.0,14198.0
2014,Malta,Males,18 to 64,15545.0,13958.0
2014,Malta,Males,18 or over,14930.0,13353.0
2014,Malta,Males,20 to 64,15647.0,13999.0
2014,Malta,Males,25 to 54,16045.0,14364.0
2014,Malta,Males,25 to 59,16016.0,14354.0
2014,Malta,Males,55 to 64,14557.0,13072.0
2014,Malta,Males,55 or over,13369.0,11735.0
2014,Malta,Males,60 or over,12560.0,11025.0
2014,Malta,Males,65 or over,12274.0,10800.0
2014,Malta,Females,18 to 54,15132.0,13707.0
2014,Malta,Females,18 to 59,15132.0,13723.0
2014,Malta,Females,18 to 64,14993.0,13540.0
2014,Malta,Females,18 or over,14208.0,12702.0
2014,Malta,Females,20 to 64,15070.0,13637.0
2014,Malta,Females,25 to 54,15308.0,13750.0
2014,Malta,Females,25 to 59,15282.0,13795.0
2014,Malta,Females,55 to 64,14512.0,12931.0
2014,Malta,Females,55 or over,12815.0,11073.0
2014,Malta,Females,60 or over,12158.0,10426.0
2014,Malta,Females,65 or over,11514.0,10026.0
2014,Netherlands,Total,18 to 54,23647.0,21710.0
2014,Netherlands,Total,18 to 59,23990.0,21936.0
2014,Netherlands,Total,18 to 64,24122.0,21990.0
2014,Netherlands,Total,18 or over,23614.0,21215.0
2014,Netherlands,Total,20 to 64,24240.0,22168.0
2014,Netherlands,Total,25 to 54,24417.0,22290.0
2014,Netherlands,Total,25 to 59,24713.0,22443.0
2014,Netherlands,Total,55 to 64,25900.0,23261.0
2014,Netherlands,Total,55 or over,23561.0,20437.0
2014,Netherlands,Total,60 or over,22719.0,19718.0
2014,Netherlands,Total,65 or over,21765.0,19059.0
2014,Netherlands,Males,18 to 54,23649.0,21793.0
2014,Netherlands,Males,18 to 59,24050.0,22092.0
2014,Netherlands,Males,18 to 64,24299.0,22235.0
2014,Netherlands,Males,18 or over,23906.0,21612.0
2014,Netherlands,Males,20 to 64,24411.0,22310.0
2014,Netherlands,Males,25 to 54,24408.0,22372.0
2014,Netherlands,Males,25 to 59,24777.0,22582.0
2014,Netherlands,Males,55 to 64,26744.0,24441.0
2014,Netherlands,Males,55 or over,24347.0,21308.0
2014,Netherlands,Males,60 or over,23542.0,20437.0
2014,Netherlands,Males,65 or over,22345.0,19547.0
2014,Netherlands,Females,18 to 54,23645.0,21612.0
2014,Netherlands,Females,18 to 59,23930.0,21879.0
2014,Netherlands,Females,18 to 64,23944.0,21777.0
2014,Netherlands,Females,18 or over,23330.0,20845.0
2014,Netherlands,Females,20 to 64,24068.0,21896.0
2014,Netherlands,Females,25 to 54,24426.0,22271.0
2014,Netherlands,Females,25 to 59,24650.0,22365.0
2014,Netherlands,Females,55 to 64,25055.0,22210.0
2014,Netherlands,Females,55 or over,22843.0,19741.0
2014,Netherlands,Females,60 or over,21986.0,19044.0
2014,Netherlands,Females,65 or over,21270.0,18740.0
2014,Austria,Total,18 to 54,27884.0,25381.0
2014,Austria,Total,18 to 59,28396.0,25760.0
2014,Austria,Total,18 to 64,28451.0,25768.0
2014,Austria,Total,18 or over,27736.0,24993.0
2014,Austria,Total,20 to 64,28638.0,25966.0
2014,Austria,Total,25 to 54,28381.0,25632.0
2014,Austria,Total,25 to 59,28918.0,26103.0
2014,Austria,Total,55 to 64,30639.0,27519.0
2014,Austria,Total,55 or over,27508.0,24181.0
2014,Austria,Total,60 or over,26221.0,23227.0
2014,Austria,Total,65 or over,25431.0,22719.0
2014,Austria,Males,18 to 54,28003.0,25768.0
2014,Austria,Males,18 to 59,28606.0,26204.0
2014,Austria,Males,18 to 64,28745.0,26204.0
2014,Austria,Males,18 or over,28446.0,25663.0
2014,Austria,Males,20 to 64,28960.0,26430.0
2014,Austria,Males,25 to 54,28464.0,25939.0
2014,Austria,Males,25 to 59,29129.0,26417.0
2014,Austria,Males,55 to 64,31568.0,27836.0
2014,Austria,Males,55 or over,29191.0,25462.0
2014,Austria,Males,60 or over,28033.0,24550.0
2014,Austria,Males,65 or over,27310.0,24120.0
2014,Austria,Females,18 to 54,27762.0,25178.0
2014,Austria,Females,18 to 59,28181.0,25381.0
2014,Austria,Females,18 to 64,28149.0,25400.0
2014,Austria,Females,18 or over,27058.0,24337.0
2014,Austria,Females,20 to 64,28306.0,25528.0
2014,Austria,Females,25 to 54,28299.0,25381.0
2014,Austria,Females,25 to 59,28710.0,25808.0
2014,Austria,Females,55 to 64,29663.0,26959.0
2014,Austria,Females,55 or over,26060.0,23145.0
2014,Austria,Females,60 or over,24751.0,21986.0
2014,Austria,Females,65 or over,24018.0,21388.0
2014,Poland,Total,18 to 54,6364.0,5472.0
2014,Poland,Total,18 to 59,6362.0,5468.0
2014,Poland,Total,18 to 64,6355.0,5474.0
2014,Poland,Total,18 or over,6256.0,5430.0
2014,Poland,Total,20 to 64,6395.0,5511.0
2014,Poland,Total,25 to 54,6541.0,5630.0
2014,Poland,Total,25 to 59,6511.0,5605.0
2014,Poland,Total,55 to 64,6323.0,5474.0
2014,Poland,Total,55 or over,6075.0,5352.0
2014,Poland,Total,60 or over,5980.0,5330.0
2014,Poland,Total,65 or over,5833.0,5246.0
2014,Poland,Males,18 to 54,6377.0,5478.0
2014,Poland,Males,18 to 59,6373.0,5478.0
2014,Poland,Males,18 to 64,6353.0,5471.0
2014,Poland,Males,18 or over,6345.0,5519.0
2014,Poland,Males,20 to 64,6395.0,5511.0
2014,Poland,Males,25 to 54,6563.0,5673.0
2014,Poland,Males,25 to 59,6530.0,5648.0
2014,Poland,Males,55 to 64,6270.0,5437.0
2014,Poland,Males,55 or over,6285.0,5608.0
2014,Poland,Males,60 or over,6260.0,5656.0
2014,Poland,Males,65 or over,6302.0,5719.0
2014,Poland,Females,18 to 54,6353.0,5468.0
2014,Poland,Females,18 to 59,6352.0,5455.0
2014,Poland,Females,18 to 64,6357.0,5479.0
